Variable Label,Variable Name,Variable Type
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - April [interview yr] (FC E-44)",SAYX40,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - April [interview yr-1] (FC
E-44)",SAYX28,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - April [interview yr-2] (FC
E-44)",SAYX16,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - April [interview yr-3] (FC
E-44)",SAYX4,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Aug [interview yr] (FC E-44)",SAYX44,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Aug [interview yr-1] (FC E -44)",SAYX32,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Aug [interview yr-2] (FC E -44)",SAYX20,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Aug [interview yr-3] (FC E -44)",SAYX8,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Dec [interview yr] (FC E-44)",SAYX48,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Dec [interview yr-1] (FC E-44)",SAYX36,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Dec [interview yr-2] (FC E-44)",SAYX24,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Dec [interview yr-3] (FC E-44)",SAYX12,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Feb [interview yr] (FC E-44)",SAYX38,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Feb [interview yr-1] (FC E-44)",SAYX26,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Feb [interview yr-2] (FC E-44)",SAYX14,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Feb [interview yr-3] (FC E-44)",SAYX2,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Jan [interview yr] (FC E-44)",SAYX37,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Jan [interview yr-1] (FC E-44)",SAYX25,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Jan [interview yr-2] (FC E-44)",SAYX13,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Jan [interview yr-3] (FC E-44)",SAYX1,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - July [interview yr] (FC E-44)",SAYX43,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - July [interview yr-1] (FC E-44)",SAYX31,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - July [interview yr-2] (FC E-44)",SAYX19,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - July [interview yr-3] (FC E-44)",SAYX7,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - June [interview yr] (FC E-44)",SAYX42,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - June [interview yr-1] (FC
E-44)",SAYX30,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - June [interview yr-2] (FC
E-44)",SAYX18,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - June [interview yr-3] (FC
E-44)",SAYX6,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Mar [interview yr] (FC E-44)",SAYX39,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Mar [interview yr-1] (FC
E-44)",SAYX27,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Mar [interview yr-2] (FC
E-44)",SAYX15,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Mar [interview yr-3] (FC
E-44)",SAYX3,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - May [interview yr] (FC E-44)",SAYX41,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - May [interview yr-1] (FC
E-44)",SAYX29,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - May [interview yr-2] (FC
E-44)",SAYX17,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - May [interview yr-3] (FC
E-44)",SAYX5,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Nov [interview yr] (FC E-44)",SAYX47,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Nov [interview yr-1] (FC
E-44)",SAYX35,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Nov [interview yr-2] (FC
E-44)",SAYX23,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Nov [interview yr-3] (FC
E-44)",SAYX11,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Oct [interview yr] (FC E-44)",SAYX46,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Oct [interview yr-1] (FC E-44)",SAYX34,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Oct [interview yr-2] (FC E-44)",SAYX22,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Oct [interview yr-3] (FC E-44)",SAYX10,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Sept [interview yr] (FC E-44)",SAYX45,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Sept [interview yr-1] (FC
E-44)",SAYX33,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Sept [interview yr-2] (FC
E-44)",SAYX21,computed
"Flag indicating whether "" Same all year"" was original answer to ED-6 METHHIST - Sept [interview yr-3] (FC
E-44)",SAYX9,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - April [interview yr]
(FC E-44)",SALMX40,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - April [interview yr-1] (FC E-44)",SALMX28,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - April [interview yr-2] (FC E-44)",SALMX16,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - April [interview yr-3] (FC E-44)",SALMX4,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Aug [interview yr]
(FC E-44)",SALMX44,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Aug [interview yr-1] (FC E-44)",SALMX32,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Aug [interview yr-2] (FC E-44)",SALMX20,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Aug [interview yr-3] (FC E-44)",SALMX8,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Dec [interview yr]
(FC E-44)",SALMX48,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Dec [interview yr-1] (FC E-44)",SALMX36,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Dec [interview yr-2] (FC E-44)",SALMX24,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Dec [interview yr-3] (FC E-44)",SALMX12,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Feb [interview yr]
(FC E-44)",SALMX38,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Feb [interview yr-1] (FC E-44)",SALMX26,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Feb [interview yr-2] (FC E-44)",SALMX14,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Feb [interview yr-3] (FC E-44)",SALMX2,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Jan [interview yr]
(FC E-44)",SALMX37,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Jan [interview yr-1] (FC E-44)",SALMX25,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Jan [interview yr-2] (FC E-44)",SALMX13,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Jan [interview yr-3] (FC E-44)",SALMX1,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - July [interview yr]
(FC E-44)",SALMX43,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - July [interview yr-1] (FC E-44)",SALMX31,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - July [interview yr-2] (FC E-44)",SALMX19,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - July [interview yr-3] (FC E-44)",SALMX7,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - June [interview yr]
(FC E-44)",SALMX42,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - June [interview yr-1] (FC E-44)",SALMX30,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - June [interview yr-2] (FC E-44)",SALMX18,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - June [interview yr-3] (FC E-44)",SALMX6,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Mar [interview yr]
(FC E-44)",SALMX39,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Mar [interview yr-1] (FC E-44)",SALMX27,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Mar [interview yr-2] (FC E-44)",SALMX15,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - May [interview yr]
(FC E-44)",SALMX41,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - May [interview yr-1] (FC E-44)",SALMX29,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - May [interview yr-2] (FC E-44)",SALMX17,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - May [interview yr-3] (FC E-44)",SALMX5,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Nov [interview yr]
(FC E-44)",SALMX47,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Nov [interview yr-1] (FC E-44)",SALMX35,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Nov [interview yr-2] (FC E-44)",SALMX23,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Nov [interview yr-3] (FC E-44)",SALMX11,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Oct [interview yr]
(FC E-44)",SALMX46,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Oct [interview yr-1] (FC E-44)",SALMX34,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Oct [interview yr-2] (FC E-44)",SALMX22,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Oct [interview yr-3] (FC E-44)",SALMX10,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Sept [interview yr]
(FC E-44)",SALMX45,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Sept [interview yr-1] (FC E-44)",SALMX33,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Sept [interview yr-2] (FC E-44)",SALMX21,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST - Sept [interview yr-3] (FC E-44)",SALMX9,computed
"Flag indicating whether "" Same as last month"" was original answer to ED-6 METHHIST -Mar [interview yr-3] (FC E-44)",SALMX3,computed
FMAR1AGE imputation flag,FMAR1AGE_I,imputation flag
Formal (legal) marital status relative to opposite-sex spouses,FMARITAL,recode
Formal marital status at time of interview relative to opposite-sex spouses (computed in FC A-37),FMARIT,computed
Fourth named method used in month prior to interview from method history calendar (computed in FC E-54),LSTMONMETH4,computed
FPDUR imputation flag,FPDUR_I,imputation flag
FPTITBC imputation flag,FPTITBC_I,imputation flag
FPTITCBC imputation flag,FPTITCBC_I,imputation flag
FPTITCEC imputation flag,FPTITCEC_I,imputation flag
FPTITCHK imputation flag,FPTITCHK_I,imputation flag
FPTITCST imputation flag,FPTITCST_I,imputation flag
FPTITEC imputation flag,FPTITEC_I,imputation flag
FPTITHIV imputation flag,FPTITHIV_I,imputation flag
FPTITPAP imputation flag,FPTITPAP_I,imputation flag
FPTITPEL imputation flag,FPTITPEL_I,imputation flag
FPTITPPR imputation flag,FPTITPPR_I,imputation flag
FPTITPRE imputation flag,FPTITPRE_I,imputation flag
FPTITPRN imputation flag,FPTITPRN_I,imputation flag
FPTITSTD imputation flag,FPTITSTD_I,imputation flag
FPTITSTE imputation flag,FPTITSTE_I,imputation flag
GA-1 R Wants a(another) baby at some time,RWANT,raw
GA-1a R prob wants/does not want a(another) baby at some time,PROBWANT,raw
GA-2 R's H/P wants a(another) baby at some time,PWANT,raw
GB-1 R & H/P intend to have a(another) baby at some time,JINTEND,raw
GB-2 How sure R & H/P will/will not have a(nother) baby,JSUREINT,raw
GB-3 How many (more) babies R and H/P intend,JINTENDN,raw
GB-4 Largest number of (additional) babies R and H/P intend,JEXPECTL,raw
GB-5 Smallest number of (additional) babies R and H/P intend,JEXPECTS,raw
GB-6 When R and H/P expect 1st/next child to be born,JINTNEXT,raw
GC-1 R intends to have a(another) baby at some time,INTEND,raw
GC-2 R How sure R will/ will not have a(another) baby,SUREINT,raw
GC-3 Number of (more) babies R intends,INTENDN,raw
GC-4 Largest number of (additional) babies R intends,EXPECTL,raw
GC-5 Smallest number of (additional) babies R intends,EXPECTS,raw
GC-6 When R expects her 1st/next child to be born,INTNEXT,raw
HA-1 Ever Received Medical Help to Get Pregnant,HLPPRG,raw
HA-10 Most recent visit for medical help to become pregnant was within past 12 months,LASTHELP,raw
HA-2 Sought medical help to get pregnant in current union,SEEKCURR,raw
HA-3 Infertility Services Received - 1st mention,TYPALLPG_1,raw
HA-3 Infertility Services Received - 2nd mention,TYPALLPG_2,raw
HA-3 Infertility Services Received - 3rd mention,TYPALLPG_3,raw
HA-3 Infertility Services Received - 4th mention,TYPALLPG_4,raw
HA-3 Infertility Services Received - 5th mention,TYPALLPG_5,raw
HA-3 Infertility Services Received - 6th mention,TYPALLPG_6,raw
HA-3 Infertility Services Received - 7th mention,TYPALLPG_7,raw
HA-3 Infertility Services Received - 8th mention,TYPALLPG_8,raw
HA-3 Infertility Services Received - 9th mention,TYPALLPG_9,raw
HA-4 Ovulation-inducing drugs used within past year,OVUL12M,raw
HA-5b2 Artificial insemination within past year,INSEM12M,raw
HA-6 Any Costs of Infertility Services Covered by Insurance,INSCOVPG,raw
HA-7 Age first went for medical help to get pregnant,FRSTHELP,raw
HA-8 How long tried to get pregnant before first went for medical help,TRYLONG2,raw
HA-8 Unit (months/years) for how long tried to get pregnant before first went for medical help,UNIT_TRYLONG2,raw
HA-9 R Currently Pursuing Medical Help to Get Pregnant,HLPPGNOW,raw
HB-1 Ever Received Medical Help To Prevent Miscarriage,HLPMC,raw
HB-2 Miscarriage services received - 1st mention,TYPALLMC_1,raw
HB-2 Miscarriage services received - 2nd mention,TYPALLMC_2,raw
HB-2 Miscarriage services received - 3rd mention,TYPALLMC_3,raw
HB-2 Miscarriage services received - 4th mention,TYPALLMC_4,raw
HB-2 Miscarriage services received - 5th mention,TYPALLMC_5,raw
HB-3 Number of Miscarriages Before First Visit for Miscarriage Services (top-coded),MISCNUM,raw
HB-4 Ever Told You Had Any Infertility Problems - 1st mention,INFRTPRB_1,raw
HB-4 Ever Told You Had Any Infertility Problems - 2nd mention,INFRTPRB_2,raw
HB-4 Ever Told You Had Any Infertility Problems - 3rd mention,INFRTPRB_3,raw
HB-4 Ever Told You Had Any Infertility Problems - 4th mention,INFRTPRB_4,raw
HB-4 Ever Told You Had Any Infertility Problems - 5th mention,INFRTPRB_5,raw
HC_17 Age first prescribed contraception for menstrual cramps,MENSBCAGE,raw
HC_18 How well did contraception help with menstrual cramps,MENSBCHELP,raw
HC_19 How often R has pelvic pain or cramps between periods,MENSPELPAIN,raw
HC_20 Age R first had pelvic pain or cramps between periods,AGEPELPAIN,raw
HC-1 How often R douched in last 12 months,DUCHFREQ,raw
HC-10 Ovulation/Menstrual Problems: Ever Diagnosed,OVUPROB,raw
HC-11 R ever told she has polycystic ovarian syndrome,PCOS,raw
HC-11a Basis of R's PCOS diagnosis - 1st mention,PCOSSYMP_1,raw
HC-11a Basis of R's PCOS diagnosis - 2nd mention,PCOSSYMP_2,raw
HC-11a Basis of R's PCOS diagnosis - 3rd mention,PCOSSYMP_3,raw
HC-11a Basis of R's PCOS diagnosis - 4th mention,PCOSSYMP_4,raw
HC-11a Basis of R's PCOS diagnosis - 5th mention,PCOSSYMP_5,raw
HC-11a Basis of R's PCOS diagnosis - 6th mention,PCOSSYMP_6,raw
HC-11a Basis of R's PCOS diagnosis - 7th mention,PCOSSYMP_7,raw
HC-13 How soon after menarche did R's periods became regular,MENSREG,raw
HC-14 Symptoms experienced during 1-2 years after menarche - 1st mentioned,MENSEXP_1,raw
HC-14 Symptoms experienced during 1-2 years after menarche - 2nd mentioned,MENSEXP_2,raw
HC-14 Symptoms experienced during 1-2 years after menarche - 3rd mentioned,MENSEXP_3,raw
HC-15 Frequency of severe cramps during period (before age 18),MENSPAIN,raw
HC-16 Prescribed a method of contraception for menstrual cramps,MENSBCM,raw
HC-2 Has R Ever Been Treated For PID,PID,raw
HC-3 Was R Having Any Symptoms that Prompted PID Treatment,PIDSYMPT,raw
HC-4 Number of Times R was Treated For PID (top-coded),PIDTX,raw
HC-5 How long ago was last treatment For PID,WHENPID,raw
HC-6 Diabetes: Ever Diagnosed,DIABETES,raw
"HC-7 Had diabetes during pregnancy, outside pregnancy, or both",GESTDIAB,raw
HC-7a Age when R was first told she had cancer (bottom-coded),AGECANCER,raw
HC-8 Uterine Fibroids: Ever Diagnosed,UF,raw
HC-8a Fibroids diagnosis confirmed by ultrasound,UFSONO,raw
HC-8b R currently has fibroids,UFCURR,raw
HC-8c How long ago was R diagnosed with fibroids,UFDIAGNOS,raw
HC-8d Limitations due to fibroids,UFLIMIT,raw
HC-9 Endometriosis: Ever Diagnosed,ENDO,raw
HC-9a R currently has endometriosis,ENDOCURR,raw
HC-9b How long ago was R diagnosed with endometriosis,ENDODIAG,raw
HC-9c Limitations due to endometriosis,ENDOLIM,raw
HC-9d Treatment received for endometriosis - 1st mention,ENDOTREAT_1,raw
HC-9d Treatment received for endometriosis - 2nd mention,ENDOTREAT_2,raw
HC-9d Treatment received for endometriosis - 3rd mention,ENDOTREAT_3,raw
HC-9d Treatment received for endometriosis - 4th mention,ENDOTREAT_4,raw
HC-9d Treatment received for endometriosis - 5th mention,ENDOTREAT_5,raw
HC-9d Treatment received for endometriosis - 6th mention,ENDOTREAT_6,raw
HC-9d Treatment received for endometriosis - 7th mention,ENDOTREAT_7,raw
HC-9d Treatment received for endometriosis - 8th mention,ENDOTREAT_8,raw
HD-1 Level of difficulty R has with seeing,VISION,raw
HD-10 R's assessment of breast cancer risk if mother diagnosed with breast cancer at age 70,MOMRISK70,raw
HD-11 R's assessment of breast cancer risk if mother diagnosed with breast cancer at age 40,MOMRISK40,raw
HD-12 R's assessment of breast cancer risk due to alcohol consumption,ALCORISK,raw
HD-13 R ever told has increased breast cancer risk,BCANCRISK,raw
HD-18b Age when R first had a mammogram (bottom-coded),AGEMAMMR,raw
HD-2 Level of difficulty R has with hearing,HEARING,raw
HD-3 Level of difficulty R has with walking or climbing steps,MOBILITY,raw
HD-4 Level of difficulty R has with remembering or concentrating,COGNITION,raw
HD-5 Level of difficulty R has with self-care,SELFCARE,raw
HD-6 Level of difficulty R has with communicating,COMMUNIC,raw
HD-7 R has ever had cancer,EVRCANCER,raw
HD-7c Type of cervical cancer diagnosis R had,PRECANCER,raw
HD-8 R has ever had a mammogram,MAMMOG,raw
HD-8a Number of mammograms R has had (top-coded),MAMMOGN,raw
HD-8c Main reason for R's first mammogram,REASMAMMR,raw
HD-8e Treatment received for fibroids - 1st mention,UFTREAT_1,raw
HD-8e Treatment received for fibroids - 2nd mention,UFTREAT_2,raw
HD-8e Treatment received for fibroids - 3rd mention,UFTREAT_3,raw
HD-8e Treatment received for fibroids - 4th mention,UFTREAT_4,raw
HD-8e Treatment received for fibroids - 5th mention,UFTREAT_5,raw
HD-8e Treatment received for fibroids - 6th mention,UFTREAT_6,raw
HD-9 R has family history of breast or ovarian cancer,FAMHYST,raw
HD-9a Type of family history of breast/ovarian cancer - 1st mention,FAMHYSTA_1,raw
HD-9a Type of family history of breast/ovarian cancer - 2nd mention,FAMHYSTA_2,raw
HD-9a Type of family history of breast/ovarian cancer - 3rd mention,FAMHYSTA_3,raw
HD-9a Type of family history of breast/ovarian cancer - 4th mention,FAMHYSTA_4,raw
HD-9a Type of family history of breast/ovarian cancer - 5th mention,FAMHYSTA_5,raw
HE_1b Has R donated blood or blood products in past year,DONBLDYR,raw
HE-1 Has R Ever Donated Blood or Blood Products,DONBLOOD,raw
HE-10 Has R taken PrEP medications in the past 12 months,PREP12,raw
HE-11 Has a doctor ever talked with R about HIV/AIDS,TALKDOCT,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 10th mention,AIDSTALK_10,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 11th mention,AIDSTALK_11,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 12th mention,AIDSTALK_12,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 1st mention,AIDSTALK_01,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 2nd mention,AIDSTALK_02,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 3rd mention,AIDSTALK_03,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 4th mention,AIDSTALK_04,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 5th mention,AIDSTALK_05,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 6th mention,AIDSTALK_06,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 7th mention,AIDSTALK_07,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 8th mention,AIDSTALK_08,raw
HE-12 HIV Topics Covered in Discussion with Doctor/Provider - 9th mention,AIDSTALK_09,raw
HE-13 R Tested for HIV During Last Completed Pregnancy,PREGHIV,raw
HE-2 Any HIV Test Outside of Blood Donation,HIVTEST,raw
HE-3 How long ago was last HIV test,WHNHIVTST,raw
HE-4 Place Where R Had Last HIV Test,PLCHIV,raw
HE-6 Used a rapid home HIV test in past year,RHHIVT1,raw
HE-7 Reasons for rapid home HIV test - 1st mention,RHHIVT2_1,raw
HE-7 Reasons for rapid home HIV test - 2nd mention,RHHIVT2_2,raw
HE-7 Reasons for rapid home HIV test - 3rd mention,RHHIVT2_3,raw
HE-8 Main Reason For This (Last) HIV Test,HIVTST,raw
HE-9 Has R heard about PrEP medications,PREPHIV,raw
HF-1 R ever received HPV vaccine,EVERVACC,raw
HF-2 Age when R received first HPV vaccine shot (top- and bottom-coded),HPVSHOT1,raw
HG-1 R had blood pressure checked in past year,BLDPRESS,raw
HG-2 R told she had high blood pressure in the past year,HIGHBP,raw
HG-3 R currently taking medicine for high blood pressure,BPMEDS,raw
HG-4 R monitors blood pressure at home,BPMON,raw
HG-5 How often R monitors blood pressure at home,BPMONFRQ,raw
HIEDUC imputation flag,HIEDUC_I,imputation flag
Highest completed year of school or highest degree received (bottom-coded),HIEDUC,recode
HISPANIC imputation flag,HISPANIC_I,imputation flag
Hispanic origin,HISPANIC,recode
HISPRACE2 imputation flag,HISPRACE2_I,imputation flag
How recent was R's last pregnancy,LASTPREG,computed in post-processing
How the marriage to 1st husband ended,MAREND01,recode
How the marriage to 2nd husband ended,MAREND02,recode
IA-1 Is there a place R usually goes when sick,USUALCAR,raw
IA-2 Place R usually goes when sick,USLPLACE,raw
IA-3 R has gone to her usual source of health care in last 12 months,USL12MOS,raw
IA-4 Currently covered by health insurance,CURRCOV,raw
IA-5 Type of health care coverage-1st mention,COVERHOW_01,raw
IA-5 Type of health care coverage-2nd mention,COVERHOW_02,raw
IA-5 Type of health care coverage-3rd mention,COVERHOW_03,raw
IA-5 Type of health care coverage-4th mention,COVERHOW_04,raw
IA-6 Covered by parents' private health insurance plan,PARINSUR,raw
IA-7 Did R lack health coverage any time in last 12 mos,COVER12,raw
IA-8 How many of the last 12 mos was R without coverage,NUMNOCOV,raw
"IB-1 Was R living at current address on April 1, 2020",SAMEADD,raw
IB-4 Whether R was born outside of US,BRNOUT,raw
IC-3 How often R attended religious services at age 14,ATTND14,raw
"IC-6 Fundamental affiliation, if any - 1st mention",FUNDAM_1,raw
"IC-6 Fundamental affiliation, if any - 2nd mention",FUNDAM_2,raw
"IC-6 Fundamental affiliation, if any - 3rd mention",FUNDAM_3,raw
"IC-6 Fundamental affiliation, if any - 4th mention",FUNDAM_4,raw
IC-7 How important is religion in R's daily life,RELDLIFE,raw
IC-8 How often R attends religious services,ATTNDNOW,raw
"ID-1 Ever on active duty in Armed Forces, Reserves, or National Guard?",MILSVC,raw
ID-2 Ever worked in past 12 mos,WRK12MOS,raw
"ID-3 Last 12 mos worked full-time, part-time, or both?",FPT12MOS,raw
ID-4 What was R doing last week (employment status) - 1st mention,DOLASTWK1,raw
ID-4 What was R doing last week (employment status) - 2nd mention,DOLASTWK2,raw
ID-4 What was R doing last week (employment status) - 3rd mention,DOLASTWK3,raw
ID-4 What was R doing last week (employment status) - 4th mention,DOLASTWK4,raw
ID-5 Worked full- or part-time at all jobs last week (or last week worked),RFTPTX,raw
IE-1 What was spouse/partner doing last week (employment status) - 1st mention,SPLSTWK1,raw
IE-1 What was spouse/partner doing last week (employment status) - 2nd mention,SPLSTWK2,raw
IE-1 What was spouse/partner doing last week (employment status) - 3rd mention,SPLSTWK3,raw
IE-1 What was spouse/partner doing last week (employment status) - 4th mention,SPLSTWK4,raw
IE-2 Spouse/partner worked full- or part-time at all jobs last week (or last week worked),SPFTPTX,raw
IF-1 How R would feel if she got pregnant now,REACTSLF,raw
IF-2 How bothered would R be if she did not have any (additional) children,CHBOTHER,raw
IF-3 Language to be used in CASI,CASILANG,raw
INFERT_I imputation flag,INFERT_I,imputation flag
Infertility status,INFERT,recode
Informal marital or cohabiting status relative to opposite-sex partners (computed in FC A-17),RMARIT,computed
Informal marital status relative to opposite-sex spouses,RMARITAL,recode
Intact status of childhood family,INTCTFAM,recode
INTCTFAM imputation flag,INTCTFAM_I,imputation flag
Intentions for additional births,INTENT,recode
Intercourse in the past 3 months (including interview month),SEXP3MO,recode
Intermediate variable used for recode INFERT: Any contraceptive use in last 12 month,ANYBC12,Intermediate
Interview mode for this case,FTFMODE,computed
Is man in HH R's husband or male cohabiting partner (computed in FC A-18),MANREL,computed
J-4 Was condom used at last vaginal intercourse with male partner,CONDVAG,raw
JA-1 R's General Health,GENHEALT,raw
JA-3a Was R weighed in past year by a medical care provider,DRWEIGH,raw
"JA-3b Did medical provider tell R she was underweight, normal weight, overweight, or obese?",TELLWGHT,raw
JA-3c Was R provided with diet or exercise counseling by medical care provider,WGHTSCRN,raw
JA-4 How well does R speak English,ENGSPEAK,raw
"JB-1 R had to stay overnight in a shelter, car or someplace outdoors in last 12 months",NOBEDYR,raw
JB-2 R had to stay overnight with a friend or relative in last 12 months,STAYREL,raw
JB-3 R ever been suspended/expelled from school,EVSUSPEN,raw
JB-4 Grade R was suspended/expelled from school,GRADSUSP,raw
JC-1 Has R Smoked at Least 100 Cigarettes in Life,SMK100,raw
JC-2 Age That R First Began Smoking Regularly (bottom-coded),AGESMK,raw
JC-3 Last 30 days: How Often R Smoked Cigarettes,SMOKE30,raw
